268,ST ANDRE DE BAGE,01380,4.91667,46.3
269,ST ANDRE DE CORCY,01390,4.95,45.9167
270,ST BENOIT,01300,5.58333,45.7
271,ST BOIS,01300,5.63333,45.7
272,ST CHAMP,01300,5.73333,45.7833
273,ST CYR SUR MENTHON,01380,4.98333,46.2667
274,ST DIDIER D AUSSIAT,01340,5.06667,46.3
275,ST ETIENNE DU BOIS,01370,5.28333,46.2833
276,ST GENIS SUR MENTHON,01380,5.01667,46.2833
277,ST GERMAIN LES PAROISSES,01300,5.61667,45.7667
278,ST JEAN DE THURIGNEUX,01390,4.88333,45.95
279,ST MARCEL,01390,4.98723,45.9487
280,ST MARTIN LE CHATEL,01310,5.11667,46.2833
281,ST NIZIER LE DESERT,01320,5.15,46.05
282,ST REMY,01310,5.16667,46.1833
283,ST SULPICE,01340,5.04167,46.3203
284,STE OLIVE,01330,4.93333,46.0167
285,TRAMOYES,01390,4.96667,45.8667
286,TREFFORT CUISIAT,01370,5.36834,46.2714
287,VERSAILLEUX,01330,5.1,45.9833
288,VILLARS LES DOMBES,01330,5.01667,46
289,VILLETTE SUR AIN,01320,5.26862,45.9884
290,VIRIGNIN,01300,5.71667,45.7167
291,VONGNES,01350,5.71667,45.8167
292,ARS SUR FORMANS,01480,4.81667,45.9833
293,BEAUREGARD,01480,4.75139,46.002
294,BENONCES,01470,5.48333,45.8333
295,BOLOZON,01450,5.48333,46.2
296,BRION,01460,5.55251,46.1728
297,BRIORD,01470,5.46667,45.7833
298,CEIGNES,01430,5.5,46.1167
299,CERDON,01450,5.46667,46.0833
300,CHALEINS,01480,4.8,46.0333
301,CHALLES,01450,5.46667,46.1333
302,CHAMPFROMIER,01410,5.81667,46.2
303,CHANAY,01420,5.78333,46
304,CHANOZ CHATENAY,01400,5.03333,46.1833
305,CHATILLON SUR CHALARONNE,01400,4.96667,46.1167
306,CHEVILLARD,01430,5.58333,46.1167
307,CHEZERY FORENS,01410,5.872481,46.222573
308,CONDAMINE,01430,5.56667,46.1167
309,CONDEISSIAT,01400,5.08333,46.1667
310,CORBONOD,01420,5.81667,45.95
311,DOMPIERRE SUR CHALARONNE,01400,4.9,46.1333
312,FAREINS,01480,4.76667,46.0167
313,FRANS,01480,4.78333,45.9833
314,GEOVREISSIAT,01460,5.52666997909546,46.1500015258789
315,IZENAVE,01430,5.53333,46.0333
316,JASSANS RIOTTIER,01480,4.75,45.9833
317,L ABERGEMENT CLEMENCIAT,01400,4.91667,46.15
318,LABALME,01450,5.48333,46.1
319,LAJOUX,01410,5.96667,46.3833
320,LANTENAY,01430,5.53333,46.05
321,LELEX,01410,5.95,46.3
322,LEYSSARD,01450,5.46667,46.1667
323,LHOPITAL,01420,5.77834,46.0217
324,MAILLAT,01430,5.55,46.1333
325,MERIGNAT,01450,5.43333,46.0667
326,MESSIMY SUR SAONE,01480,4.76473,46.0484
327,MIJOUX,01410,6.009026,46.362245
328,MONTAGNIEU,01470,5.46667,45.8
329,MONTREAL LA CLUSE,01460,5.57084,46.1867
330,NANTUA,01460,5.61667,46.15
331,NEUVILLE LES DAMES,01400,5,46.1667
333,OUTRIAZ,01430,5.55,46.0667
334,PEYRIAT,01430,5.51667,46.15
335,PONCIN,01450,5.4,46.0833
336,PORT,01460,5.56667,46.1667
337,ROMANS,01400,5.03333,46.1167
338,SANDRANS,01400,4.98333,46.0667
339,SAVIGNEUX,01480,4.85,46
340,SEILLONNAZ,01470,5.48333,45.8
341,SERRIERES DE BRIORD,01470,5.45445,45.8081
342,SERRIERES SUR AIN,01450,5.45,46.15
343,SEYSSEL,01420,5.83194,45.9597
344,ST ALBAN,01450,5.45,46.1
345,ST GEORGES SUR RENON,01400,5.03333,46.1
346,ST MARTIN DU FRENE,01430,5.55,46.1333
347,SULIGNAT,01400,4.96667,46.1667
348,SURJOUX,01420,5.8,46.0167
349,VIEU D IZENAVE,01430,5.53333,46.0833
350,VILLENEUVE,01480,4.83667,46.0212
351,VIRIAT,01440,5.21667,46.25
352,NURIEUX VOLOGNAT,01460,5.52667,46.1856
353,AMBERIEU EN BUGEY,01500,5.35,45.95
354,AMBRONAY,01500,5.35,46
355,AMBUTRIX,01500,5.33333,45.9333
356,ARMIX,01510,5.58333,45.85
357,ARTEMARE,01510,5.7,45.8667
358,ASNIERES SUR SAONE,01570,4.88333,46.3833
359,BETTANT,01500,5.36667,45.9333
360,CHANCIA,01590,5.63333,46.35
361,CHATEAU GAILLARD,01500,5.3,45.9667
362,CHAVORNAY,01510,5.7,45.8833
363,CHEIGNIEU LA BALME,01510,5.61667,45.8333
364,COLLONGES,01550,5.9,46.1333
365,CORMOZ,01560,5.23333,46.45
366,COURTES,01560,5.1,46.4667
367,CURCIAT DONGALON,01560,5.15,46.4667
368,DORTAN,01590,5.66667,46.3167
369,DOUVRES,01500,5.36667,45.9833
370,FARGES,01550,5.91667,46.1667
371,FEILLENS,01570,4.88333,46.3333
373,IZERNORE,01580,5.55,46.2167
374,LA BURBANCHE,01510,5.56667,45.85
375,LAVANCIA EPERCY,01590,5.68333,46.3333
376,LESCHEROUX,01560,5.15,46.4
377,MANTENAY MONTLIN,01560,5.08333,46.4167
378,MANZIAT,01570,4.9,46.35
379,MATAFELON GRANGES,01580,5.56667,46.2667
381,ORDONNAZ,01510,5.53333,45.8333
382,PERREX,01540,4.98333,46.2333
383,POUGNY,01550,5.95,46.1333
384,PUGIEU,01510,5.65,45.8167
385,ROSSILLON,01510,5.6,45.8333
386,SAMOGNAT,01580,5.58333,46.25
387,SERVIGNAT,01560,5.06667,46.4333
388,SONTHONNAX LA MONTAGNE,01580,5.53333,46.2333
389,ST DENIS EN BUGEY,01500,5.33333,45.95
390,ST JEAN SUR REYSSOUZE,01560,5.06667,46.4
391,ST JULIEN SUR REYSSOUZE,01560,5.11667,46.4
392,ST JULIEN SUR VEYLE,01540,4.95,46.2
393,ST MARTIN DE BAVEL,01510,5.68333,45.85
394,ST MAURICE DE REMENS,01500,5.28333,45.95
395,ST NIZIER LE BOUCHOUX,01560,5.15,46.45
396,ST TRIVIER DE COURTES,01560,5.08333,46.4667
397,TALISSIEU,01510,5.71667,45.8667
398,VERNOUX,01560,5.11667,46.4833
399,VESCOURS,01560,5.03333,46.4667
400,VESINES,01570,4.86667,46.35
401,VIRIEU LE GRAND,01510,5.65,45.85
402,VONNAS,01540,5,46.2167
403,BOYEUX ST JEROME,01640,5.46667,46.0333
404,CERN SITE DE PREVESSIN,01630,5.93333005905151,46.1833000183105
405,CHALLEX,01630,5.96667,46.1833
406,CHAVEYRIAT,01660,5.06667,46.1833
407,GROSLEE,01680,5.56667,45.7167
408,INNIMOND,01680,5.56667,45.7833
409,JUJURIEUX,01640,5.41667,46.0333
410,L ABERGEMENT DE VAREY,01640,5.41667,46
411,LHUIS,01680,5.53333,45.75
412,LOMPNAS,01680,5.51667,45.8
413,MARCHAMP,01680,5.55,45.7833
414,MASSIEUX,01600,4.83333,45.9167
415,MEZERIAT,01660,5.03333,46.2333
416,MISERIEUX,01600,4.81667,45.9833
417,PARCIEUX,01600,4.81667,45.9167
418,PERON,01630,5.93333,46.2
419,REYRIEUX,01600,4.81667,45.9333
420,SERGY,01630,6,46.25
421,ST BERNARD,01600,4.73723,45.945
422,ST DIDIER DE FORMANS,01600,4.78333,45.95
423,ST GENIS POUILLY,01630,6.01667,46.25
424,ST JEAN DE GONVILLE,01630,5.95,46.2167
425,ST JEAN LE VIEUX,01640,5.38917,46.0284
426,STE EUPHEMIE,01600,4.78333,45.9667
427,TOUSSIEUX,01600,4.83333,45.9667
428,TREVOUX,01600,4.76667,45.9333
429,VANDEINS,01660,5.08333,46.2167
430,BEYNOST,01700,5,45.8333
431,CROTTET,01750,4.87748,46.283072
434,MIRIBEL,01700,4.95306,45.8245
435,NEYRON,01700,4.93223,45.8148
436,REPLONGES,01750,4.874694,46.307736
437,ST LAURENT SUR SAONE,01750,4.839492,46.305149
438,ST MAURICE DE BEYNOST,01700,4.96667,45.8333
439,THOIRY,01710,5.97973,46.2364
441,CHARNOZ SUR AIN,01800,5.21667,45.8667
442,FARAMANS,01800,5.11667,45.9
443,JOYEUX,01800,5.1,45.95
444,LE MONTELLIER,01800,5.06667,45.9333
446,MARBOZ,01851,5.25,46.3333
447,BOURG ST CHRISTOPHE,01800,5.16667,45.8833
448,MEXIMIEUX,01800,5.2,45.9
450,PEROUGES,01800,5.18333,45.9
451,RIGNIEUX LE FRANC,01800,5.18333,45.9333
452,ST ELOI,01800,5.15,45.9333
453,ST JEAN DE NIOST,01800,5.21667,45.8333
454,ST MAURICE DE GOURDANS,01800,5.2,45.8167
455,VILLIEU LOYES MOLLON,01800,5.22223,45.9206
456,BANEINS,01990,4.9,46.1167
457,CHANEINS,01990,4.85,46.1
458,PERONNAS,01960,5.2,46.1833
459,RELEVANT,01990,4.95,46.0833
460,SERVAS,01960,5.178871,46.138554
461,ST ANDRE SUR VIEUX JONC,01960,5.141752,46.149241
462,ST TRIVIER SUR MOIGNANS,01990,4.9,46.0667
463,AULNOIS SOUS LAON,02000,3.6,49.6167
464,BARENTON BUGNY,02000,3.65,49.6333
465,BARENTON CEL,02000,3.63333,49.65
466,BOURGUIGNON SOUS MONTBAVIN,02000,3.54139,49.5281
467,BRAYE EN LAONNOIS,02000,3.61667,49.4333
468,CHAILLEVOIS,02000,3.51667,49.5167
469,CHAMBRY,02000,3.65,49.6
470,CHAVIGNON,02000,3.51667,49.4833
471,CHERY LES POUILLY,02000,3.6,49.65
472,CHEVREGNY,02000,3.58333,49.4667
473,CHIVY LES ETOUVELLES,02000,3.58333,49.5167
474,CLACY ET THIERRET,02000,3.56667,49.55
475,ETOUVELLES,02000,3.58333,49.5333
476,FILAIN,02000,3.55,49.4667
477,LANISCOURT,02000,3.55,49.55
478,LAON,02000,3.61667,49.5667
479,MERLIEUX ET FOUQUEROLLES,02000,3.5,49.5167
480,MOLINCHART,02000,3.53333,49.5667
481,MONAMPTEUIL,02000,3.56667,49.4833
482,MONS EN LAONNOIS,02000,3.55334,49.5373
483,MONTBAVIN,02000,3.51667,49.5333
484,PARGNY FILAIN,02000,3.53333,49.4667
